Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

05:43:24 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:44:24 PM     all     19.80      0.00      3.26      0.01      0.00     76.94
05:45:24 PM     all     10.13      0.00      1.83      0.00      0.00     88.04
05:46:24 PM     all      5.74      0.00      1.42      0.00      0.00     92.84
05:47:24 PM     all      5.79      0.00      1.04      0.00      0.00     93.18
05:48:24 PM     all      5.85      0.00      0.97      0.00      0.00     93.18
05:49:24 PM     all     12.84      0.00      2.61      0.00      0.00     84.55
05:50:24 PM     all      8.54      0.00      0.58      0.00      0.00     90.88
05:51:24 PM     all      6.14      0.00      0.19      0.00      0.00     93.67
05:52:24 PM     all      5.78      0.00      0.35      0.00      0.00     93.87
05:53:24 PM     all      4.69      0.00      1.28      0.00      0.00     94.03
05:54:24 PM     all     13.99      0.00      2.56      0.00      0.00     83.45
05:55:24 PM     all     12.94      0.00      0.69      0.00      0.00     86.36
